Sample	Bin	bin.quality.numeric	bin.quality.call	Completeness	Contamination	Strain.heterogeneity	lca_species	lca_level	lca_fraction	best_species	best_level	best_fraction	N50	Size.Mb	Coverage	# contigs (>= 0 bp)	Largest contig	Genes	tRNA	rna.16S	rna.23S	rna.5S	low.quality	med.quality	high.quality.nayfach	high.quality.bowers	# contigs (>= 10000 bp)	# contigs (>= 50000 bp)	# contigs (>= 100000 bp)	# contigs (>= 250000 bp)	# contigs (>= 500000 bp)	# contigs (>= 1000000 bp)	# contigs (>= 2000000 bp)	# contigs (>= 3000000 bp)	Total length (>= 0 bp)	Total length (>= 10000 bp)	Total length (>= 50000 bp)	Total length (>= 100000 bp)	Total length (>= 250000 bp)	Total length (>= 500000 bp)	Total length (>= 1000000 bp)	Total length (>= 2000000 bp)	Total length (>= 3000000 bp)	# contigs	Total length	N75	L50	L75	# N's per 100 kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.
B47	103_sub	61.91	2) medium quality	90.46	5.71	38.46	Christensenellaceae bacterium Phil1	species	0.953	Christensenellaceae bacterium Phil1	species	0.953	4384	1.95	9.2	548	20314	1861	18	0	0	0	TRUE	TRUE	FALSE	FALSE	13	0	0	0	0	0	0	0	1946018	161466	0	0	0	0	0	0	0	548	1946018	2738	139	276	34.43	c__Clostridia (UID1118)	387	223	124	18	181	23	1	0	0
B47	13	68.11	2) medium quality	72.61	0.9	0	Catabacter sp. UBA7571	species	0.661	Unclassified	Unclassified	0.461	4194	1.52	9.27	453	21958	1332	17	0	0	0	TRUE	TRUE	FALSE	FALSE	11	0	0	0	0	0	0	0	1521562	165079	0	0	0	0	0	0	0	453	1521562	2556	114	228	46.01	o__Clostridiales (UID1212)	172	263	149	53	207	3	0	0	0
B47	33	79.93	2) medium quality	87.33	1.48	83.33	Ruminococcaceae bacterium	species	0.897	Ruminococcaceae bacterium	species	0.897	47867	1.96	21.61	68	147660	1820	29	0	0	1	TRUE	TRUE	FALSE	FALSE	48	11	2	0	0	0	0	0	1960504	1833497	945752	252391	0	0	0	0	0	68	1960504	23895	12	28	6.12	o__Clostridiales (UID1212)	172	263	149	33	224	6	0	0	0
B47	37	75.36	2) medium quality	83.31	1.59	20	Clostridiales bacterium	species	0.783	Clostridiales bacterium	species	0.783	5373	1.72	9.9	439	26034	1436	19	0	0	0	TRUE	TRUE	FALSE	FALSE	26	0	0	0	0	0	0	0	1716476	354190	0	0	0	0	0	0	0	439	1716476	3031	100	208	40.78	o__Clostridiales (UID1212)	172	263	149	36	222	5	0	0	0
B47	49	83.19	3) high quality Nayfach	90.19	1.4	50	Clostridiales bacterium	species	0.927	Clostridiales bacterium	species	0.927	14986	1.56	15.08	148	64620	1436	32	0	0	0	TRUE	TRUE	TRUE	FALSE	53	1	0	0	0	0	0	0	1564595	1044852	64620	0	0	0	0	0	0	148	1564595	8593	31	67	14.06	o__Clostridiales (UID1120)	304	250	143	23	225	2	0	0	0
B47	52_sub	80.77	2) medium quality	94.17	2.68	0	Life	life	0.661	Ruminococcaceae bacterium	species	0.138	6436	1.79	9.51	371	24830	1592	28	0	0	0	TRUE	TRUE	FALSE	FALSE	28	0	0	0	0	0	0	0	1787701	409413	0	0	0	0	0	0	0	371	1787701	3919	88	179	28.53	o__Clostridiales (UID1120)	304	250	143	13	232	5	0	0	0
B47	60	80.02	4) high quality Bowers	96.27	3.25	62.5	Alistipes sp. CAG:514	species	0.813	Alistipes sp. CAG:514	species	0.813	115921	2.9	135.55	58	207559	2277	41	1	1	1	TRUE	TRUE	TRUE	TRUE	42	20	12	0	0	0	0	0	2904177	2831873	2193839	1669132	0	0	0	0	0	58	2904177	51136	10	20	75.75	p__Bacteroidetes (UID2605)	350	316	210	9	299	8	0	0	0
B47	71	82.22	2) medium quality	97.32	3.02	35.71	Ruminococcaceae	family	0.674	Ruminococcaceae bacterium	species	0.355	9045	2.03	10.19	314	42272	1796	14	0	0	1	TRUE	TRUE	FALSE	FALSE	54	0	0	0	0	0	0	0	2026964	889030	0	0	0	0	0	0	0	314	2026964	4990	68	143	38.97	o__Clostridiales (UID1212)	172	263	149	4	245	14	0	0	0
B47	74	75.29	2) medium quality	95.59	4.06	77.78	Phascolarctobacterium succinatutens CAG:287	strain	0.809	Phascolarctobacterium succinatutens CAG:287	strain	0.809	6821	2.22	10.33	462	30072	2128	37	0	0	0	TRUE	TRUE	FALSE	FALSE	39	0	0	0	0	0	0	0	2224783	572684	0	0	0	0	0	0	0	462	2224783	4136	106	212	134.84	o__Selenomonadales (UID1024)	64	334	167	9	316	9	0	0	0
B47	95_sub	94.72	3) high quality Nayfach	96.42	0.34	0	Ruminococcus	genus	0.66	uncultured Ruminococcus sp.	species	0.449	16199	2.31	12.86	215	167256	2185	48	0	0	1	TRUE	TRUE	TRUE	FALSE	73	5	1	0	0	0	0	0	2308198	1623143	423113	167256	0	0	0	0	0	215	2308198	8403	37	85	39.86	o__Clostridiales (UID1212)	172	263	149	6	256	1	0	0	0
B47	99	77.44	2) medium quality	79.44	0.4	0	Life	life	0.674	Clostridiales bacterium	species	0.274	22784	1.01	13.3	68	35665	890	38	2	1	1	TRUE	TRUE	FALSE	FALSE	40	0	0	0	0	0	0	0	1011209	850042	0	0	0	0	0	0	0	68	1011209	14350	19	33	38.57	c__Clostridia (UID1118)	387	223	124	33	189	1	0	0	0
B47	bin.11	49.23	2) medium quality	54.98	1.15	0	Life	life	0.663	Unclassified	Unclassified	0.226	5846	2.29	9.22	428	20200	1741	33	0	0	0	TRUE	TRUE	FALSE	FALSE	32	0	0	0	0	0	0	0	2291585	431502	0	0	0	0	0	0	0	428	2291585	4084	130	248	260.95	c__Deltaproteobacteria (UID3216)	83	247	155	88	155	4	0	0	0
B47	bin.15	91.11	3) high quality Nayfach	94.51	0.68	33.33	Prevotella sp. CAG:520	species	0.982	Prevotella sp. CAG:520	species	0.982	28992	2.77	27.88	131	153580	2084	33	0	0	0	TRUE	TRUE	TRUE	FALSE	95	6	2	0	0	0	0	0	2768597	2530320	500263	256910	0	0	0	0	0	131	2768597	16410	30	61	33.95	o__Bacteroidales (UID2716)	92	487	270	23	461	3	0	0	0
B47	bin.2	95.39	3) high quality Nayfach	96.04	0.13	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.782	Unclassified	Unclassified	0.782	24893	2.78	24.57	168	153455	2207	43	0	0	0	TRUE	TRUE	TRUE	FALSE	93	7	2	0	0	0	0	0	2783133	2337329	558317	253896	0	0	0	0	0	168	2783133	12884	31	71	11.86	o__Bacteroidales (UID2617)	213	406	265	12	393	1	0	0	0
B47	bin.25_sub	56.48	2) medium quality	82.28	5.16	13.33	Oscillibacter sp.	species	0.854	Oscillibacter sp.	species	0.854	10091	1.9	17.23	249	40232	1821	22	0	0	0	TRUE	TRUE	FALSE	FALSE	61	0	0	0	0	0	0	0	1903560	968270	0	0	0	0	0	0	0	249	1903560	5695	60	126	78.27	o__Clostridiales (UID1212)	172	263	149	49	199	15	0	0	0
B47	bin.3_sub	93.07	3) high quality Nayfach	96.92	0.77	0	Bacteroidales	order	0.664	Parabacteroides sp.	species	0.529	26606	3.53	18.07	222	85213	2970	40	0	0	0	TRUE	TRUE	TRUE	FALSE	111	9	0	0	0	0	0	0	3527644	2932416	564015	0	0	0	0	0	0	222	3527644	13597	41	87	31.47	o__Bacteroidales (UID2621)	198	427	260	24	402	0	1	0	0
B47	bin.32	81.67	2) medium quality	88.37	1.34	50	Clostridiales	order	0.736	Clostridiales bacterium UBA6386	species	0.657	11262	1.96	19.3	231	40816	1753	25	0	0	1	TRUE	TRUE	FALSE	FALSE	63	0	0	0	0	0	0	0	1956595	1067567	0	0	0	0	0	0	0	231	1956595	6166	55	113	42.93	o__Clostridiales (UID1212)	172	263	149	47	214	2	0	0	0
B47	bin.33	91.12	3) high quality Nayfach	91.12	0	0	uncultured Clostridiales bacterium	species	0.744	Unclassified	Unclassified	0.503	55219	1.95	16.51	65	133842	1768	41	0	0	0	TRUE	TRUE	TRUE	FALSE	44	14	3	0	0	0	0	0	1945717	1831914	1111194	351278	0	0	0	0	0	65	1945717	27224	12	23	46.77	o__Clostridiales (UID1120)	304	250	143	19	231	0	0	0	0
B47	bin.43	90.7	3) high quality Nayfach	93.1	0.48	0	Bacteroides sp. CAG:709	species	0.84	Unclassified	Unclassified	0.527	51223	2.75	27.61	81	185015	2145	37	0	0	0	TRUE	TRUE	TRUE	FALSE	63	16	4	0	0	0	0	0	2746742	2647668	1406525	570732	0	0	0	0	0	81	2746742	27398	16	33	25.48	p__Bacteroidetes (UID2605)	350	316	210	15	300	1	0	0	0
B47	maxbin.002	95.8	3) high quality Nayfach	95.8	0	0	Clostridiales	order	0.69	Christensenellaceae bacterium Phil1	species	0.265	74727	1.84	102.41	50	260256	1761	45	0	0	0	TRUE	TRUE	TRUE	FALSE	27	12	5	1	0	0	0	0	1842588	1770058	1335006	887412	260256	0	0	0	0	50	1842588	44230	6	14	27.14	o__Clostridiales (UID1120)	304	250	143	8	242	0	0	0	0
B47	maxbin.004	96.19	3) high quality Nayfach	97.99	0.36	50	Ruminococcaceae bacterium	species	0.811	Ruminococcaceae bacterium	species	0.811	153556	2.01	31.58	52	261010	1832	49	1	0	3	TRUE	TRUE	TRUE	FALSE	25	12	6	2	0	0	0	0	2013736	1924400	1582335	1173749	519790	0	0	0	0	52	2013736	51925	5	11	35.75	o__Clostridiales (UID1212)	172	263	149	3	258	2	0	0	0
B47	maxbin.008_sub	89.58	4) high quality Bowers	91.98	0.48	0	Bacteroidales bacterium UBA6360	species	0.875	Bacteroidales bacterium UBA6360	species	0.875	61769	3.1	24.11	130	155781	2398	47	1	14	1	TRUE	TRUE	TRUE	TRUE	66	25	2	0	0	0	0	0	3101278	2916694	1857762	274267	0	0	0	0	0	130	3101278	31122	20	37	32.57	p__Bacteroidetes (UID2605)	350	316	210	21	293	2	0	0	0
B47	maxbin.013_sub	100	3) high quality Nayfach	100	0	0	Lachnospiraceae	family	0.698	Unclassified	Unclassified	0.426	54061	2.49	19.1	85	127646	2299	36	0	0	0	TRUE	TRUE	TRUE	FALSE	51	14	6	0	0	0	0	0	2487876	2364219	1246888	677696	0	0	0	0	0	85	2487876	32983	14	29	27.33	o__Clostridiales (UID1212)	172	263	149	0	263	0	0	0	0
B47	unbinned	-38633.5	0) really bad	100	7746.7	3.08	Bacteria	superkingdom	0.663	Unclassified	Unclassified	0.378	1148	253.88	0	556909	161637	0	2286	50	64	98	FALSE	FALSE	FALSE	FALSE	422	11	2	0	0	0	0	0	253883487	7710541	877928	264546	0	0	0	0	0	116603	127077582	720	27343	62973	54.31	root (UID1)	5656	56	24	0	0	0	0	0	56
B48	14	79.48	2) medium quality	88.03	1.71	0	Bacteria	superkingdom	0.725	Cyanobacteria bacterium UBA4641	species	0.411	12490	1.79	13.63	198	36095	1689	33	0	0	0	TRUE	TRUE	FALSE	FALSE	65	0	0	0	0	0	0	0	1787096	1113324	0	0	0	0	0	0	0	198	1787096	7412	46	91	17.35	k__Bacteria (UID1453)	901	171	117	15	153	3	0	0	0
B48	23	90.6	3) high quality Nayfach	90.6	0	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.935	Unclassified	Unclassified	0.935	13993	1.82	11.01	208	52622	1669	27	1	0	0	TRUE	TRUE	TRUE	FALSE	57	1	0	0	0	0	0	0	1823650	1127016	52622	0	0	0	0	0	0	208	1823650	6939	39	87	42.77	o__Clostridiales (UID1212)	172	263	149	20	243	0	0	0	0
B48	49_sub	49.32	2) medium quality	60.42	2.22	14.29	Ruminococcaceae bacterium	species	0.809	Ruminococcaceae bacterium	species	0.809	2051	1.18	5.39	602	9118	1082	6	0	0	0	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0	1180474	0	0	0	0	0	0	0	0	602	1180474	1470	186	359	77.17	o__Clostridiales (UID1212)	172	263	149	90	166	7	0	0	0
B48	53	79.39	3) high quality Nayfach	94.44	3.01	20	Clostridium sp. CAG:510	species	0.967	Clostridium sp. CAG:510	species	0.967	13767	2.4	9.37	241	48694	2103	21	0	0	0	TRUE	TRUE	TRUE	FALSE	83	0	0	0	0	0	0	0	2404304	1541301	0	0	0	0	0	0	0	241	2404304	8045	54	112	39.93	f__Lachnospiraceae (UID1286)	57	420	207	20	390	10	0	0	0
B48	58	87.26	3) high quality Nayfach	93.96	1.34	0	Ruminococcaceae	family	0.675	Ruminococcaceae bacterium	species	0.573	10394	1.66	10.17	241	36082	1496	17	0	0	0	TRUE	TRUE	TRUE	FALSE	56	0	0	0	0	0	0	0	1659095	875842	0	0	0	0	0	0	0	241	1659095	5634	52	106	30.74	o__Clostridiales (UID1212)	172	263	149	9	251	3	0	0	0
B48	61	22.27	2) medium quality	57.37	7.02	62.5	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.756	Unclassified	Unclassified	0.756	1862	1.49	6.14	799	14708	1299	15	0	0	0	TRUE	TRUE	FALSE	FALSE	1	0	0	0	0	0	0	0	1486524	14708	0	0	0	0	0	0	0	799	1486524	1352	245	478	69.29	o__Clostridiales (UID1212)	172	263	149	96	143	24	0	0	0
B48	63	71.27	2) medium quality	83.07	2.36	50	Sutterella	genus	0.941	Sutterella sp.	species	0.629	3406	1.67	6.21	593	16067	1628	26	0	0	0	TRUE	TRUE	FALSE	FALSE	10	0	0	0	0	0	0	0	1666498	123181	0	0	0	0	0	0	0	593	1666498	2130	153	309	67.21	p__Proteobacteria (UID3887)	1487	256	160	43	207	6	0	0	0
B48	bin.1	93.58	3) high quality Nayfach	93.58	0	0	Bacteroidales	order	0.678	Barnesiella sp.	species	0.377	16672	2.81	13.89	225	81867	2259	37	0	0	0	TRUE	TRUE	TRUE	FALSE	99	5	0	0	0	0	0	0	2814985	2058012	317943	0	0	0	0	0	0	225	2814985	9790	48	105	28.77	o__Bacteroidales (UID2617)	213	406	265	17	389	0	0	0	0
B48	bin.2_sub	69.97	2) medium quality	78.37	1.68	0	Ruminococcus	genus	0.661	Ruminococcus sp. AF17-11	species	0.182	6870	1.54	8.85	253	24396	1391	26	0	0	2	TRUE	TRUE	FALSE	FALSE	35	0	0	0	0	0	0	0	1540821	476835	0	0	0	0	0	0	0	253	1540821	4456	70	139	51.92	o__Clostridiales (UID1212)	172	263	149	53	207	2	1	0	0
B48	bin.21	92.17	3) high quality Nayfach	99.52	1.47	0	Roseburia	genus	0.689	Roseburia sp.	species	0.249	40621	2.57	18.1	93	142574	2334	39	0	0	0	TRUE	TRUE	TRUE	FALSE	66	14	2	0	0	0	0	0	2567593	2421917	1114771	262187	0	0	0	0	0	93	2567593	25674	18	38	8.18	f__Lachnospiraceae (UID1286)	57	420	207	1	414	5	0	0	0
B48	maxbin.008	97.32	3) high quality Nayfach	97.32	0	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.771	Unclassified	Unclassified	0.771	110114	1.93	28.4	29	431286	1719	41	0	0	1	TRUE	TRUE	TRUE	FALSE	22	11	6	2	0	0	0	0	1929693	1895752	1553496	1191536	712757	0	0	0	0	29	1929693	64592	4	10	20.73	o__Clostridiales (UID1212)	172	263	149	4	259	0	0	0	0
B48	unbinned	-22505.7	0) really bad	100	4521.14	4.67	Bacteria	superkingdom	0.662	Unclassified	Unclassified	0.191	1637	178.87	11.57	330374	153810	0	1447	37	51	76	FALSE	FALSE	FALSE	FALSE	809	44	3	0	0	0	0	0	178874734	17976798	2933841	371983	0	0	0	0	0	77915	106475488	841	12499	36070	51.22	root (UID1)	5656	56	24	0	0	0	0	0	56
B49	0	37.12	1) low quality	40.52	0.68	0	Lentisphaeria bacterium	species	0.809	Lentisphaeria bacterium	species	0.809	1610	2.16	5.73	1327	11300	2065	11	0	0	0	TRUE	FALSE	FALSE	FALSE	1	0	0	0	0	0	0	0	2159724	11300	0	0	0	0	0	0	0	1327	2159724	1260	468	849	53.25	k__Bacteria (UID2982)	88	230	148	128	100	2	0	0	0
B49	12	92.95	2) medium quality	98.05	1.02	0	Ruminococcaceae bacterium	species	0.975	Ruminococcaceae bacterium	species	0.975	8032	2.33	14.18	391	25550	1973	24	0	0	0	TRUE	TRUE	FALSE	FALSE	64	0	0	0	0	0	0	0	2326351	944997	0	0	0	0	0	0	0	391	2326351	4722	89	185	24.93	o__Clostridiales (UID1212)	172	261	147	6	253	2	0	0	0
B49	35	80.17	2) medium quality	92.32	2.43	16.67	Clostridium sp. CAG:138	species	0.958	Clostridium sp. CAG:138	species	0.958	7762	1.8	9.5	329	24408	1629	29	0	0	2	TRUE	TRUE	FALSE	FALSE	46	0	0	0	0	0	0	0	1803880	655265	0	0	0	0	0	0	0	329	1803880	4187	74	153	29.38	o__Clostridiales (UID1212)	172	263	149	14	243	6	0	0	0
B49	37	11.81	0) really bad	75.81	12.8	61.14	Enterobacter cloacae complex	species group	0.73	Enterobacter cloacae complex	species group	0.652	4241	4.07	9.56	1134	16394	4166	14	0	0	2	FALSE	FALSE	FALSE	FALSE	27	0	0	0	0	0	0	0	4071012	326642	0	0	0	0	0	0	0	1134	4071012	2686	320	630	56.99	f__Enterobacteriaceae (UID5124)	134	1173	336	258	756	151	8	0	0
B49	40_sub	77.79	2) medium quality	78.89	0.22	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.756	Unclassified	Unclassified	0.756	5141	1.93	8.98	485	19423	1582	16	0	0	1	TRUE	TRUE	FALSE	FALSE	26	0	0	0	0	0	0	0	1933499	357843	0	0	0	0	0	0	0	485	1933499	2937	113	236	20.69	o__Clostridiales (UID1212)	172	263	149	45	217	1	0	0	0
B49	42	36.81	2) medium quality	55.96	3.83	26.67	Prevotella	genus	0.665	Prevotella sp. AM23-5	species	0.275	2199	2.02	8.11	991	12716	1721	7	0	0	0	TRUE	TRUE	FALSE	FALSE	3	0	0	0	0	0	0	0	2015168	35699	0	0	0	0	0	0	0	991	2015168	1528	308	585	34.24	g__Prevotella (UID2724)	55	567	296	223	319	24	0	1	0
B49	50_sub	47.1	1) low quality	47.45	0.07	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.706	Unclassified	Unclassified	0.706	1701	0.95	5.62	574	6232	865	2	0	0	0	TRUE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	951600	0	0	0	0	0	0	0	0	574	951600	1298	204	365	53.59	c__Clostridia (UID1118)	387	223	124	104	118	1	0	0	0
B49	52_sub	-2.13	1) low quality	43.62	9.15	4.17	Erysipelotrichaceae bacterium	species	0.735	Erysipelotrichaceae bacterium	species	0.735	1461	0.87	6.33	576	9556	756	4	0	0	0	TRUE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	873625	0	0	0	0	0	0	0	0	576	873625	1176	208	375	64.1	k__Bacteria (UID2372)	131	177	106	77	92	6	1	0	1
B49	62	49.44	2) medium quality	62.29	2.57	33.33	Ruminococcus	genus	0.928	uncultured Ruminococcus sp.	species	0.55	1933	1.49	6.12	816	9350	1516	7	0	0	0	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0	1489740	0	0	0	0	0	0	0	0	816	1489740	1407	275	503	42.29	o__Clostridiales (UID1212)	172	263	149	96	161	6	0	0	0
B49	67	85.8	2) medium quality	91.55	1.15	20	Ruminococcus sp. CAG:563	species	0.96	Ruminococcus sp. CAG:563	species	0.96	4747	2	8.13	526	17342	1764	10	0	0	1	TRUE	TRUE	FALSE	FALSE	22	0	0	0	0	0	0	0	2001078	267905	0	0	0	0	0	0	0	526	2001078	2888	133	268	55.47	o__Clostridiales (UID1212)	172	263	149	16	242	5	0	0	0
B49	69	75.62	2) medium quality	87.37	2.35	20	Clostridia bacterium	species	0.767	Clostridia bacterium	species	0.767	4724	1.62	9.38	416	18749	1540	13	0	0	0	TRUE	TRUE	FALSE	FALSE	14	0	0	0	0	0	0	0	1616286	185649	0	0	0	0	0	0	0	416	1616286	3012	110	216	28.46	o__Clostridiales (UID1120)	304	250	143	29	216	5	0	0	0
B49	70	93.29	2) medium quality	93.29	0	0	Eubacterium sp. CAG:251	species	0.89	Eubacterium sp. CAG:251	species	0.89	5559	1.59	11.3	358	22676	1380	17	0	0	1	TRUE	TRUE	FALSE	FALSE	27	0	0	0	0	0	0	0	1591632	394021	0	0	0	0	0	0	0	358	1591632	3431	82	173	11.94	o__Clostridiales (UID1212)	172	263	149	13	250	0	0	0	0
B49	74	97.05	3) high quality Nayfach	97.05	0	0	Clostridium sp. CAG:413	species	0.994	Clostridium sp. CAG:413	species	0.994	23514	2.19	14.26	151	70350	1938	26	0	0	0	TRUE	TRUE	TRUE	FALSE	80	2	0	0	0	0	0	0	2185334	1814858	124824	0	0	0	0	0	0	151	2185334	12434	33	65	19.68	o__Clostridiales (UID1212)	172	263	149	7	256	0	0	0	0
B49	76	80.01	2) medium quality	94.26	2.85	16.67	Ruminococcus	genus	0.662	Ruminococcus sp.	species	0.213	3717	2.05	7.8	675	19603	1790	17	0	0	1	TRUE	TRUE	FALSE	FALSE	12	0	0	0	0	0	0	0	2054617	148732	0	0	0	0	0	0	0	675	2054617	2172	168	351	51.59	o__Clostridiales (UID1212)	172	263	149	21	236	6	0	0	0
B49	83	39.08	2) medium quality	88.88	9.96	96	Ruminococcaceae bacterium	species	0.882	Ruminococcaceae bacterium	species	0.882	7549	2.36	35.82	520	34383	2200	42	0	0	1	TRUE	TRUE	FALSE	FALSE	59	0	0	0	0	0	0	0	2361408	906396	0	0	0	0	0	0	0	520	2361408	3244	92	214	673.75	o__Clostridiales (UID1212)	172	263	149	22	218	22	1	0	0
B49	9	66.21	2) medium quality	76.26	2.01	16.67	uncultured Ruminococcus sp.	species	0.966	uncultured Ruminococcus sp.	species	0.966	2112	1.13	6.22	566	15920	870	5	0	0	0	TRUE	TRUE	FALSE	FALSE	1	0	0	0	0	0	0	0	1133209	15920	0	0	0	0	0	0	0	566	1133209	1469	173	335	43.24	o__Clostridiales (UID1212)	172	263	149	55	204	3	1	0	0
B49	bin.10	97.34	3) high quality Nayfach	98.79	0.29	0	Succinatimonas	genus	0.956	Succinatimonas sp. CAG:777	species	0.49	71986	2.27	41.36	55	173060	1925	43	0	0	0	TRUE	TRUE	TRUE	FALSE	42	15	6	0	0	0	0	0	2273774	2189357	1482326	839231	0	0	0	0	0	55	2273774	39456	10	21	36.94	c__Gammaproteobacteria (UID4201)	1164	271	170	3	267	1	0	0	0
B49	bin.15_sub	40.73	1) low quality	40.73	0	0	Ruminococcaceae bacterium	species	0.94	Ruminococcaceae bacterium	species	0.94	4100	0.82	7.35	202	8752	741	4	0	0	0	TRUE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	816959	0	0	0	0	0	0	0	0	202	816959	3210	74	130	35.5	o__Clostridiales (UID1212)	172	263	149	146	117	0	0	0	0
B49	bin.16_sub	20.54	2) medium quality	50.64	6.02	10.53	Clostridium sp. CAG:343	species	0.664	Clostridium sp. CAG:343	species	0.664	4317	1.21	8.48	283	24858	1146	28	0	0	0	TRUE	TRUE	FALSE	FALSE	12	0	0	0	0	0	0	0	1214388	151375	0	0	0	0	0	0	0	283	1214388	3174	92	174	40.35	o__Clostridiales (UID1212)	172	263	149	105	141	16	1	0	0
B49	bin.2	87.86	3) high quality Nayfach	93.41	1.11	0	Alistipes sp. CAG:514	species	0.885	Alistipes sp. CAG:514	species	0.885	83660	2.77	51.74	49	186894	2193	40	0	0	0	TRUE	TRUE	TRUE	FALSE	44	26	7	0	0	0	0	0	2765139	2727982	2310397	910126	0	0	0	0	0	49	2765139	66013	13	22	104.88	p__Bacteroidetes (UID2605)	350	316	210	17	296	3	0	0	0
B49	bin.20_sub	83.87	2) medium quality	85.57	0.34	0	Clostridiales	order	0.669	Clostridiales bacterium	species	0.16	12095	2.28	13.59	248	42959	2060	33	0	0	0	TRUE	TRUE	FALSE	FALSE	76	0	0	0	0	0	0	0	2276539	1321741	0	0	0	0	0	0	0	248	2276539	7362	60	122	6.59	o__Clostridiales (UID1212)	172	263	149	50	212	1	0	0	0
B49	bin.21	74.44	2) medium quality	85.64	2.24	60	Clostridiales bacterium UBA5901	species	0.79	Unclassified	Unclassified	0.61	15917	2.92	25.66	288	88123	2756	36	0	0	3	TRUE	TRUE	FALSE	FALSE	84	7	0	0	0	0	0	0	2921601	1924040	458215	0	0	0	0	0	0	288	2921601	7001	48	118	107.13	o__Clostridiales (UID1212)	172	263	149	39	219	5	0	0	0
B49	bin.24	90.36	3) high quality Nayfach	95.41	1.01	0	Butyrivibrio crossotus	species	0.901	Butyrivibrio crossotus	species	0.901	14844	2.09	16.19	195	95416	1971	18	1	0	0	TRUE	TRUE	TRUE	FALSE	71	2	0	0	0	0	0	0	2094155	1424642	153200	0	0	0	0	0	0	195	2094155	8417	40	87	44.89	o__Clostridiales (UID1212)	172	263	149	8	253	2	0	0	0
B49	bin.34	81.7	2) medium quality	87.3	1.12	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.702	Unclassified	Unclassified	0.702	24321	2.22	14.62	130	103785	2017	34	0	0	0	TRUE	TRUE	FALSE	FALSE	79	6	1	0	0	0	0	0	2218821	1914646	369425	103785	0	0	0	0	0	130	2218821	14219	29	59	18.93	o__Clostridiales (UID1212)	172	263	149	25	235	3	0	0	0
B49	bin.45	91.24	2) medium quality	93.59	0.47	0	Clostridiales bacterium	species	0.982	Clostridiales bacterium	species	0.982	9942	2.61	10.88	322	42793	2233	34	0	0	1	TRUE	TRUE	FALSE	FALSE	78	0	0	0	0	0	0	0	2611163	1305227	0	0	0	0	0	0	0	322	2611163	6094	79	163	46.72	o__Clostridiales (UID1120)	304	250	143	15	233	2	0	0	0
B49	maxbin.011_sub	59.27	2) medium quality	77.72	3.69	71.43	Catabacter sp. UBA7571	species	0.766	Unclassified	Unclassified	0.456	10812	1.59	26.87	267	45242	1371	33	1	0	0	TRUE	TRUE	FALSE	FALSE	47	0	0	0	0	0	0	0	1588149	830280	0	0	0	0	0	0	0	267	1588149	5074	44	97	629.66	o__Clostridiales (UID1212)	172	263	149	41	217	4	1	0	0
B49	maxbin.048_sub	32.34	2) medium quality	63.79	6.29	0	Bacteria	superkingdom	0.761	Firmicutes bacterium CAG:321	species	0.487	2122	0.99	7.11	497	15287	857	14	0	0	1	TRUE	TRUE	FALSE	FALSE	2	0	0	0	0	0	0	0	993426	26343	0	0	0	0	0	0	0	497	993426	1452	146	289	33.22	k__Bacteria (UID2329)	174	149	89	39	103	7	0	0	0
B49	unbinned	-36338.25	0) really bad	100	7287.65	3.2	Bacteria	superkingdom	0.664	Unclassified	Unclassified	0.244	1167	281.15	0	590122	115629	0	2370	63	73	104	FALSE	FALSE	FALSE	FALSE	684	32	2	0	0	0	0	0	281153633	14119167	2171120	217540	0	0	0	0	0	132243	148175539	730	29131	70219	48.29	root (UID1)	5656	56	24	0	0	0	0	0	56
B5	100	64.63	2) medium quality	71.08	1.29	0	Ruminococcaceae bacterium UBA6454	species	0.864	Ruminococcaceae bacterium UBA6454	species	0.864	2821	1.6	5.73	643	21441	1521	14	0	0	0	TRUE	TRUE	FALSE	FALSE	4	0	0	0	0	0	0	0	1599019	61574	0	0	0	0	0	0	0	643	1599019	1825	179	353	83.18	o__Clostridiales (UID1212)	172	263	149	65	194	4	0	0	0
B5	102	65.73	2) medium quality	71.93	1.24	33.33	Clostridiales	order	0.664	Unclassified	Unclassified	0.466	3477	1.29	7.8	458	17784	1147	9	0	0	0	TRUE	TRUE	FALSE	FALSE	5	0	0	0	0	0	0	0	1294522	67425	0	0	0	0	0	0	0	458	1294522	2108	113	233	44.8	c__Clostridia (UID1118)	387	223	124	57	163	3	0	0	0
